Time,Accelerometer_x,Accelerometer_y,Accelerometer_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,Temperature
2025-06-09 15:43:24,0.6296750366210937,0.033518823242187495,9.976638317871092,2.1908396946564888,-1.0381679389312977,-1.16793893129771,28.859411764705882
2025-06-09 15:43:24,0.6751648681640625,0.10773907470703124,9.9981861328125,2.0381679389312977,-1.3206106870229009,-1.1145038167938932,28.76529411764706
2025-06-09 15:43:25,0.7829039428710937,0.1149216796875,9.83777462158203,2.236641221374046,-1.0076335877862594,-1.213740458015267,28.76529411764706
2025-06-09 15:43:25,0.7110778930664062,0.023942016601562498,9.957484704589843,1.900763358778626,-1.1145038167938932,-1.2900763358778626,28.81235294117647
2025-06-09 15:43:26,0.6248866333007812,0.06464344482421874,10.01015714111328,2.2595419847328246,-1.0687022900763359,-1.1603053435114503,28.906470588235294
2025-06-09 15:43:26,0.70868369140625,0.13646949462890623,10.01015714111328,1.9923664122137406,-0.8473282442748091,-1.3893129770992367,28.81235294117647
2025-06-09 15:43:27,0.63206923828125,0.09576806640624999,9.900023864746093,2.198473282442748,-1.251908396946565,-1.0,28.81235294117647
2025-06-09 15:43:27,0.7757213378906249,0.05027823486328125,9.967061511230469,2.068702290076336,-1.0687022900763359,-1.2671755725190839,28.76529411764706
2025-06-09 15:43:28,0.6967126831054687,0.15083470458984374,10.065223779296874,2.015267175572519,-1.213740458015267,-1.0229007633587786,28.81235294117647
2025-06-09 15:43:28,0.6655880615234374,0.06464344482421874,9.955090502929687,2.183206106870229,-1.16793893129771,-1.282442748091603,28.81235294117647
2025-06-09 15:43:29,0.7445967163085937,-0.00239420166015625,9.983820922851562,1.984732824427481,-0.9923664122137404,-1.0610687022900764,28.76529411764706
2025-06-09 15:43:29,0.6200982299804687,0.08379705810546874,9.9215716796875,2.404580152671756,-0.9923664122137404,-1.2595419847328244,28.859411764705882
2025-06-09 15:43:30,0.7781155395507812,0.1149216796875,9.873687646484374,2.1297709923664123,-1.1068702290076335,-1.3969465648854962,28.81235294117647
2025-06-09 15:43:30,0.6703764648437499,0.06464344482421874,10.022128149414062,2.1603053435114505,-1.1145038167938932,-1.3435114503816794,28.81235294117647
2025-06-09 15:43:31,0.8906430175781249,0.076614453125,9.91438907470703,2.099236641221374,-1.083969465648855,-1.251908396946565,28.81235294117647
2025-06-09 15:43:31,0.7613561279296874,0.00718260498046875,9.931148486328125,2.1603053435114505,-1.0916030534351144,-1.0687022900763359,28.81235294117647
2025-06-09 15:43:32,0.6560112548828124,0.01915361328125,9.993397729492187,3.885496183206107,-1.1374045801526718,-1.2061068702290076,28.76529411764706
2025-06-09 15:43:32,0.7062894897460937,0.06464344482421874,10.103531005859374,2.2213740458015265,-1.1297709923664123,-1.3740458015267176,28.81235294117647
2025-06-09 15:43:33,0.7302315063476562,0.0430956298828125,9.986215124511718,2.2748091603053435,-1.1297709923664123,-1.3053435114503817,28.81235294117647
2025-06-09 15:43:33,0.6607996582031249,-0.09816226806640624,9.967061511230469,3.816793893129771,-1.083969465648855,-1.251908396946565,28.81235294117647
2025-06-09 15:43:34,0.6751648681640625,0.033518823242187495,9.962273107910155,2.145038167938931,-1.0229007633587786,-1.0763358778625953,28.76529411764706
2025-06-09 15:43:34,0.6536170532226562,0.031124621582031248,9.991003527832031,2.2061068702290076,-1.2213740458015268,-1.2748091603053435,28.81235294117647
2025-06-09 15:43:35,0.7996633544921875,0.011971008300781249,9.950302099609374,1.9083969465648856,-1.1145038167938932,-1.3053435114503817,28.76529411764706
2025-06-09 15:43:35,0.8738836059570312,0.05985504150390625,9.986215124511718,2.1297709923664123,-1.1374045801526718,-1.183206106870229,28.76529411764706
2025-06-09 15:43:36,0.6679822631835937,0.08858546142578125,9.813832604980469,1.8625954198473282,-1.0763358778625953,-1.2748091603053435,28.81235294117647
2025-06-09 15:43:36,0.6512228515624999,0.03591302490234375,9.952696301269532,2.0610687022900764,-1.16793893129771,-1.213740458015267,28.81235294117647
2025-06-09 15:43:37,0.6512228515624999,-0.14604630126953125,9.97903251953125,0.007633587786259542,-1.0381679389312977,-1.1908396946564885,28.76529411764706
2025-06-09 15:43:37,0.7110778930664062,-0.009576806640625,10.022128149414062,1.9770992366412214,-1.3282442748091603,-1.3435114503816794,28.76529411764706
2025-06-09 15:43:38,0.6488286499023437,0.062249243164062495,9.981426721191406,2.183206106870229,-0.9389312977099237,-1.1145038167938932,28.76529411764706
2025-06-09 15:43:38,0.7733271362304687,0.00718260498046875,9.94072529296875,2.2519083969465647,-0.9083969465648855,-1.2290076335877862,28.906470588235294
2025-06-09 15:43:39,0.7278373046875,0.0143652099609375,9.897629663085937,2.068702290076336,-1.1297709923664123,-1.083969465648855,28.906470588235294
2025-06-09 15:43:39,0.7829039428710937,0.016759411621093748,9.91438907470703,2.2442748091603053,-0.9923664122137404,-1.1450381679389312,28.859411764705882
2025-06-09 15:43:40,0.6751648681640625,0.08379705810546874,9.861716638183593,2.2213740458015265,-1.1450381679389312,-1.3053435114503817,28.718235294117648
2025-06-09 15:43:40,0.737414111328125,0.040701428222656245,9.878476049804688,2.0229007633587788,-1.1145038167938932,-1.1984732824427482,28.906470588235294
2025-06-09 15:43:41,0.6440402465820312,0.086191259765625,9.888052856445311,1.816793893129771,-1.0763358778625953,-1.1755725190839694,28.81235294117647
2025-06-09 15:43:41,0.7398083129882812,0.023942016601562498,9.943119494628906,2.1755725190839694,-1.0916030534351144,-1.2290076335877862,28.81235294117647
2025-06-09 15:43:42,0.9002198242187499,0.00239420166015625,9.995791931152343,2.1603053435114505,-1.1450381679389312,-1.213740458015267,28.859411764705882
2025-06-09 15:43:42,0.7900865478515624,0.08140285644531249,9.991003527832031,2.3206106870229006,-0.9083969465648855,-1.2595419847328244,28.906470588235294
2025-06-09 15:43:43,0.6967126831054687,0.023942016601562498,9.969455712890625,2.2748091603053435,-1.0076335877862594,-0.9618320610687023,28.81235294117647
2025-06-09 15:43:44,0.7709329345703124,0.05746083984375,9.950302099609374,2.2213740458015265,-1.0763358778625953,-1.1068702290076335,28.859411764705882
2025-06-09 15:43:44,0.6703764648437499,0.08379705810546874,9.950302099609374,1.9312977099236641,-0.9541984732824428,-1.251908396946565,28.859411764705882
2025-06-09 15:43:45,0.7278373046875,0.0430956298828125,9.94072529296875,2.1297709923664123,-0.9007633587786259,-1.1374045801526718,28.76529411764706
2025-06-09 15:43:45,0.7733271362304687,0.13646949462890623,9.91438907470703,2.0839694656488548,-1.099236641221374,-1.2900763358778626,28.81235294117647
2025-06-09 15:43:46,0.7015010864257812,0.011971008300781249,9.928754284667969,2.2748091603053435,-1.015267175572519,-1.3435114503816794,28.81235294117647
2025-06-09 15:43:57,0.6153098266601562,0.016759411621093748,9.988609326171874,2.122137404580153,-1.1908396946564885,-1.1374045801526718,28.906470588235294
2025-06-09 15:43:58,0.6177040283203125,0.0047884033203125,9.97903251953125,2.213740458015267,-1.0305343511450382,-1.251908396946565,28.81235294117647
2025-06-09 15:43:59,0.6871358764648438,0.09337386474609374,9.835380419921874,2.1603053435114505,-1.0534351145038168,-1.2671755725190839,28.859411764705882
2025-06-09 15:43:59,0.6536170532226562,0.06943184814453125,9.91438907470703,1.7786259541984732,-0.549618320610687,-1.1374045801526718,28.81235294117647
2025-06-09 15:44:00,0.8044517578125,0.06464344482421874,9.938331091308592,2.122137404580153,-1.1145038167938932,-1.1145038167938932,28.76529411764706
